instant;Date;Season;Holiday;Weather;Temp;Feel_Temp;Hum;Wind;Casual;Registered;cnt
549;2/07/2021;Fall;No;Few clouds;28,738349;24,995786;0,447083;13,082889;904;5323;6227
550;3/07/2021;Fall;No; Partly cloudy;28,699151;25,02455;0,492083;8,457879;1052;5608;6660
551;4/07/2021;Fall;Yes; Partly cloudy;29,090849;26,419839;0,53875;9,04165;2562;4841;7403
552;5/07/2021;Fall;No; Partly    cloudy;30,8925;27,784249;0,457917;12,999943;1405;4836;6241
553;6/07/2021;Fall;No; Partly    cloudy;30,931651;27,369051;0,450833;9,791514;1366;4841;6207
554;7/07/2021;Fall;No;Clear;32,498349;29,830911;0,492083;10,958118;1448;3392;4840
555;8/07/2021;Fall;No; Partly    cloudy;30,6575;29,148612;0,57375;8,417143;1203;3469;4672
556;9/07/2021;Fall;No;Mist + Cloudy;25,409151;22,740538;0,683333;12,125325;998;5571;6569
557;10/07/2021;Fall;No;Mist + Few clouds;25,879151;23,245412;0,6675;10,166379;954;5336;6290
558;11/07/2021;Fall;No;Few clouds;25,683349;22,562737;0,633333;10,166111;975;6289;7264
559;12/07/2021;Fall;No; Partly cloudy;25,644151;22,770101;0,529583;9,833925;1032;6414;7446
560;13/07/2021;Fall;No;Mist + Cloudy;26,388349;23,392851;0,485833;5,41695;1511;5988;7499
561;14/07/2021;Fall;No;Mist + Cloudy;25,056651;23,303974;0,699167;9,626493;2355;4614;6969
562;15/07/2021;Fall;No;Clear;27,054151;25,144212;0,717917;11,166689;1920;4111;6031
563;16/07/2021;Fall;No;Clear;;26,033875;0,645;11,000529;1088;5742;6830
564;17/07/2021;Fall;No; Partly cloudy;30,461651;27,517101;0,505833;7,666743;921;5865;6786
565;18/07/2021;Fall;No;Clear;29,286651;27,042401;0,577083;9,208614;799;4914;5713
566;19/07/2021;Fall;No;Few clouds;28,19;25,588174;0,600417;11,083743;888;5703;6591
567;20/07/2021;Fall;No;Mist + Cloudy;23,294151;20,812175;0,844167;14,000789;747;5123;5870
568;21/07/2021;Fall;No;Rain + Thunderstorm;20,004151;17,845864;0,865417;14,2911;1264;3195;4459
569;22/07/2021;Fall;No;Mist + Cloudy;23,3725;21,286875;0,7625;6,2926936;2544;4866;7410
570;23/07/2021;Fall;No;Few clouds;26,858349;24,430799;0,694167;9,291761;1135;5831;6966
571;24/07/2021;Fall;No; Partly cloudy;27,289151;25,20315;0,655;14,167418;1140;6452;7592
572;25/07/2021;Fall;No;Few clouds;26,035849;22,740538;0,45;11,0416;1383;6790;8173
573;26/07/2021;Fall;No; Partly    cloudy;28,503349;26,745361;0,596667;19,082471;1036;5825;6861
574;27/07/2021;Fall;No; Partly cloudy;28,738349;26,508199;0,594583;10,250464;1259;5645;6904
575;28/07/2021;Fall;No; Partly cloudy;27,524151;24,787388;0,613333;10,54245;2234;4451;6685
576;29/07/2021;Fall;No; Partly    cloudy;25,918349;23,392851;0,62375;11,416532;2153;4444;6597
577;30/07/2021;Fall;No; Partly cloudy;26,349151;24,194389;0,66875;10,292339;1040;6065;7105
578;31/07/2021;Fall;No;Few clouds;25,526651;23,156112;0,704167;11,083475;968;6248;7216
579;1/08/2021;Fall;No;Clear;25,7225;23,363476;0,6775;9,458993;1074;6506;7580
580;2/08/2021;Fall;No; Partly    cloudy;27,3675;25,233136;0,659583;8,666718;983;6278;7261
581;3/08/2021;Fall;No;Mist + Cloudy;27,994151;25,974749;0,6425;14,458064;1328;5847;7175
582;4/08/2021;Fall;No;Few clouds;29,286651;27,309549;0,613333;17,249686;2345;4479;6824
583;5/08/2021;Fall;No;Clear;28,150849;26,360713;0,6525;19,458207;1707;3757;5464
584;6/08/2021;Fall;No;Mist + Cloudy;27,3675;25,381562;0,654167;8,666718;1233;5780;7013
585;7/08/2021;Fall;No;Mist + Cloudy;26,584151;24,788187;0,70375;7,832836;1278;5995;7273
586;8/08/2021;Fall;No;Mist + Broken clouds;27,25;25,262699;0,672917;7,4169;1263;6271;7534
587;9/08/2021;Fall;No; Partly    cloudy;27,524151;24,876876;0,620417;10,4587;1196;6090;7286
588;10/08/2021;Fall;No;Mist;25,644151;23,393274;0,715833;16,000471;1065;4721;5786
589;11/08/2021;Fall;No;Mist;24,5475;21,998549;0,732917;13,834093;2247;4052;6299
590;12/08/2021;Fall;No; Partly    cloudy;24,939151;22,295213;0,530417;8,208304;2182;4362;6544
591;13/08/2021;Fall;No;Clear;25,879151;23,125938;0,545417;9,126204;1207;5676;6883
592;14/08/2021;Fall;No;Clear;26,153349;23,808613;0,686667;11,333586;1128;5656;6784
593;15/08/2021;Fall;No; Partly cloudy;25,213349;22,739739;0,619583;11,374657;1198;6149;7347
594;16/08/2021;Fall;No; Partly    cloudy;25,800849;22,770336;0,519167;9,500332;1338;6267;7605
595;17/08/2021;Fall;No; Partly cloudy;25,996651;3,3928;0,570833;15,500718;1483;5665;7148
596;18/08/2021;Fall;No;Few clouds;23,881651;21,049337;0,603333;11,917089;2827;5038;7865
597;19/08/2021;Fall;No;Mist + Broken clouds;21,884151;20,367038;0,711667;5,79215;1208;3341;4549
598;20/08/2021;Fall;No;Mist + Broken clouds;21,884151;20,010449;0,734167;8,708593;1026;5504;6530
599;21/08/2021;Fall;No; Partly    cloudy;22,510849;20,248175;0,67375;4,8756436;1081;5925;7006
600;22/08/2021;Fall;No; Partly cloudy;23,3725;21,227138;0,677083;4,7089811;1094;6281;7375
601;23/08/2021;Fall;No; Partly cloudy;24,704151;21,939376;0,635833;5,6679186;1363;6402;7765
602;24/08/2021;Fall;No;Mist + Cloudy;25,0175;22,4137;0,615;4,8337686;1325;6257;7582
603;25/08/2021;Fall;No;Mist + Broken clouds;23,098349;21,078712;0,712917;16,375336;1829;4224;6053
604;26/08/2021;Fall;No;Mist;22,706651;20,011812;0,845833;15,333486;1483;3772;5255
605;27/08/2021;Fall;No; Partly    cloudy;25,056651;22,770336;0,730417;8,625111;989;5928;6917
606;28/08/2021;Fall;No; Partly    cloudy;26,231651;23,30435;0,62;12,791975;935;6105;7040
607;29/08/2021;Fall;No;Few clouds;24,195;21,879451;0,552083;7,541654;1177;6520;7697
608;30/08/2021;Fall;No;Few clouds;25,213349;22,680613;0,590417;5,1668189;1172;6541;7713
609;31/08/2021;Fall;No;Clear;27,915849;24,4018;0,5875;11,291711;1433;5917;7350
610;1/09/2021;Fall;No;Mist + Broken clouds;27,406651;25,024738;0,638333;7,583529;2352;3788;6140
611;2/09/2021;Fall;No;Mist;24,743349;22,503;0,815;4,2927436;2613;3197;5810
612;3/09/2021;Fall;Yes; Partly    cloudy;25,2525;23,096563;0,790833;10,125107;1965;4069;6034
613;4/09/2021;Fall;No;Clear;26,114151;24,283736;0,755;15,833507;867;5997;6864
614;5/09/2021;Fall;No; Partly    cloudy;26,623349;25,322201;0,74125;12,583136;832;6280;7112
615;6/09/2021;Fall;No;Mist + Few clouds;24,743349;22,800463;0,810417;9,542207;611;5592;6203
616;7/09/2021;Fall;No;Clear;25,056651;22,888588;0,73625;11,500282;1045;6459;7504
617;8/09/2021;Fall;No;Mist + Cloudy;22,980849;20,722687;0,799167;18,833968;1557;4419;5976
618;9/09/2021;Fall;No; Partly cloudy;20,67;19,209475;0,5475;15,041232;2570;5657;8227
619;10/09/2021;Fall;No; Partly cloudy;19,416651;18,585738;0,50375;17,333771;1118;6407;7525
620;11/09/2021;Fall;No; Partly    cloudy;19,1425;18,051724;0,52;6,1676314;1070;6697;7767
621;12/09/2021;Fall;No; Partly    cloudy;20,160849;18,793525;0,577083;8,833682;1050;6820;7870
622;13/09/2021;Fall;No;Clear;20,7875;19,239226;0,637083;5,5422936;1054;6750;7804
623;14/09/2021;Fall;No;Few clouds;21,766651;19,921901;0,6725;6,958821;1379;6630;8009
624;15/09/2021;Fall;No;Clear;20,591651;19,535749;0,501667;16,583907;3160;5554;8714
625;16/09/2021;Fall;No; Partly cloudy;19,26;18,466875;0,57;6,0422811;2166;5167;7333
626;17/09/2021;Fall;No;Mist + Cloudy;19,299151;17,99335;0,734583;10,166714;1022;5847;6869
627;18/09/2021;Fall;No;Mist + Broken clouds;21,296651;18,558149;0,8725;23,958329;371;3702;4073
628;19/09/2021;Fall;No;Clear;17,9675;17,398988;0,536667;14,416725;788;6803;7591
629;20/09/2021;Fall;No; Partly    cloudy;17,693349;17,013024;0,618333;7,917189;939;6781;7720
630;21/09/2021;Fall;No;Few clouds;20,160849;18,882637;0,66875;10,333343;1250;6917;8167
631;22/09/2021;Fall;No; Partly    cloudy;22,55;20,692936;0,646667;19,000061;2512;5883;8395
632;23/09/2021;Winter;No; Partly    cloudy;16,870849;16,389851;0,467083;14,958286;2454;5453;7907
633;24/09/2021;Winter;No;Few clouds;16,165849;15,618111;0,492917;9,541068;1001;6435;7436
634;25/09/2021;Winter;No;Few clouds;17,85;17,576413;0,57;15,833507;845;6693;7538
635;26/09/2021;Winter;No; Partly    cloudy;21,845;20,040811;0,630833;16,3748;787;6946;7733
636;27/09/2021;Winter;No;Mist + Broken clouds;22,55;20,574825;0,690833;9,000914;751;6642;7393
637;28/09/2021;Winter;No;Mist + Few clouds;21,100849;19,535561;0,69;-10,999993;1045;6370;7415
638;29/09/2021;Winter;No; Partly    cloudy;17,4975;16,923912;0,542917;15,249468;2589;5966;8555
639;30/09/2021;Winter;No; Partly cloudy;16,753349;16,330161;0,583333;9,042186;2015;4874;6889
640;1/10/2021;Winter;No;Mist + Few clouds;16,479151;16,064;0,649167;6,0838814;763;6015;6778
641;2/10/2021;Winter;No;Rain + Thunderstorm;19,769151;17,489651;0,871667;6,999825;315;4324;4639
642;3/10/2021;Winter;No;Mist + Broken clouds;22,9025;20,159251;0,79375;4,4585686;728;6844;7572
643;4/10/2021;Winter;No;Mist + Cloudy;22,9025;20,574825;0,722917;7,875582;891;6437;7328
644;5/10/2021;Winter;No; Partly cloudy;20,905;19,268789;0,6275;7,12545;1516;6640;8156
645;6/10/2021;Winter;No;Clear;18,045849;17,310487;0,664167;17,957675;3031;4934;7965
646;7/10/2021;Winter;No;Mist + Broken clouds;11,544151;11,731211;0,708333;9,457854;781;2729;3510
647;8/10/2021;Winter;Yes;Mist;10,016651;10,217576;0,709583;12,708493;874;4604;5478
648;9/10/2021;Winter;No;Mist + Few clouds;12,993349;12,591264;0,761667;12,7501;601;5791;6392
649;10/10/2021;Winter;No;Few clouds;16,165849;15,647674;0,630833;12,584007;780;6911;7691
650;11/10/2021;Winter;No;Clear;12,445;12,264849;0,463333;12,166932;834;6736;7570
651;12/10/2021;Winter;No;Few clouds;12,5625;12,354337;0,539167;15,751164;1060;6222;7282
652;13/10/2021;Winter;No; Partly cloudy;10,486651;10,395612;0,494583;9,791514;2252;4857;7109
653;14/10/2021;Winter;No;Few clouds;16,518349;15,885588;0,640417;18,667004;2080;4559;6639
654;15/10/2021;Winter;No;Mist + Cloudy;18,398349;17,34005;0,7075;19,834479;760;5115;5875
655;16/10/2021;Winter;No;Clear;14,011651;13,659762;0,558333;12,208807;922;6612;7534
656;17/10/2021;Winter;No;Few clouds;13,424151;13,155076;0,692917;6,791857;979;6482;7461
657;18/10/2021;Winter;No;Mist + Broken clouds;16,5575;16,093375;0,728333;15,874779;1008;6501;7509
658;19/10/2021;Winter;No;Mist + Cloudy;18,476651;17,281112;0,815;9,041918;753;4671;5424
659;20/10/2021;Winter;No; Partly    cloudy;14,755849;14,223574;0,572917;7,874979;2806;5284;8090
660;21/10/2021;Winter;No;Clear;13,815849;13,452163;0,51;11,125618;2132;4692;6824
661;22/10/2021;Winter;No; Partly    cloudy;14,9125;14,698274;0,568333;5,4593811;830;6228;7058
662;23/10/2021;Winter;No; Partly    cloudy;17,575849;16,924288;0,641667;6,3345686;841;6625;7466
663;24/10/2021;Winter;No;Few clouds;19,6125;18,259887;0,63625;4,8762064;795;6898;7693
664;25/10/2021;Winter;No;Mist;17,85;16,895336;0,800417;8,333125;875;6484;7359
665;26/10/2021;Winter;No;Mist + Few clouds;17,654151;16,56925;0,807083;8,875289;1182;6262;7444
666;27/10/2021;Winter;No;Mist + Broken clouds;16,91;16,211251;0,72;15,791364;2643;5209;7852
667;28/10/2021;Winter;No;Mist + Broken clouds;14,4425;13,985237;0,694583;26,666536;998;3461;4459
668;29/10/2021;Winter;No;Snow;12,68;12,6518;0,88;23,9994;2;20;22
669;30/10/2021;Winter;No;Mist;6,954554;6,565723;0,825455;14,271603;87;1009;1096
670;31/10/2021;Winter;No;Mist + Cloudy;8,8025;8,9717;0,666667;11,166689;419;5147;5566
671;1/11/2021;Winter;No;Mist + Cloudy;9,194151;9,387274;0,581667;10,542182;466;5520;5986
672;2/11/2021;Winter;No;Few clouds;8,685;8,733974;0,522083;17,833725;618;5229;5847
673;3/11/2021;Winter;No;Mist;8,136651;7,220762;0,49125;18,125443;1029;4109;5138
674;4/11/2021;Winter;No;Few clouds;7,314151;7,488286;0,532917;12,000236;1201;3906;5107
675;5/11/2021;Winter;No;Clear;7,000849;6,479525;0,494167;15,833775;378;4881;5259
676;6/11/2021;Winter;No; Partly cloudy;5,199151;5,233649;0,567083;11,625371;466;5220;5686
677;7/11/2021;Winter;No;Mist + Broken clouds;5,904151;4,907187;0,5475;20,375236;326;4709;5035
678;8/11/2021;Winter;No;Clear;8,552178;8,068877;0,333478;23,304945;340;4975;5315
679;9/11/2021;Winter;No; Partly cloudy;8,998349;8,704411;0,540833;14,375386;709;5283;5992
680;10/11/2021;Winter;No;Clear;10,290849;10,515039;0,645417;3,8756686;2090;4446;6536
681;11/11/2021;Winter;No; Partly    cloudy;11,779151;11,820511;0,659167;8,5425;2290;4562;6852
682;12/11/2021;Winter;Yes;Few clouds;14,795;14,343001;0,741667;11,625639;1097;5172;6269
683;13/11/2021;Winter;No;Mist;8,136651;7,191575;0,662917;22,917082;327;3767;4094
684;14/11/2021;Winter;No;Few clouds;5,590849;5,233461;0,552083;13,374875;373;5122;5495
685;15/11/2021;Winter;No;Mist + Cloudy;7,118349;7,251124;0,620417;10,250129;320;5125;5445
686;16/11/2021;Winter;No; Partly    cloudy;8,215;8,318588;0,524583;11,458675;484;5214;5698
687;17/11/2021;Winter;No;Few clouds;7,275;7,340001;0,545417;12,041843;1313;4316;5629
688;18/11/2021;Winter;No; Partly    cloudy;8,0975;7,874062;0,692917;15,250004;922;3747;4669
689;19/11/2021;Winter;No;Mist + Cloudy;9,899151;9,654187;0,623333;15,749489;449;5050;5499
690;20/11/2021;Winter;No;Mist + Cloudy;9,585849;9,891349;0,685;5,542575;534;5100;5634
691;21/11/2021;Winter;No; Partly    cloudy;8,606651;9,149924;0,61375;6,917482;615;4531;5146
692;22/11/2021;Winter;Yes; Partly    cloudy;7,98;8,467437;0,580417;3,5423436;955;1470;2425
693;23/11/2021;Winter;No; Partly    cloudy;9,311651;9,802613;0,56875;9,917407;1603;2307;3910
694;24/11/2021;Winter;No; Partly cloudy;5,081651;3,690874;0,404583;25,250357;532;1745;2277
695;25/11/2021;Winter;No; Partly    cloudy;3,554151;4,106401;0,468333;10,0835;309;2115;2424
696;26/11/2021;Winter;No; Partly cloudy;6,726651;7,933188;0,535417;3,12555;337;4750;5087
697;27/11/2021;Winter;No;Mist + Cloudy;5,708349;5,233226;0,786667;15,916654;123;3836;3959
698;28/11/2021;Winter;No; Partly    cloudy;5,943349;5,618814;0,50625;14,125007;198;5062;5260
699;29/11/2021;Winter;No; Partly    cloudy;5,20089;6,025834;0,555652;7,739974;243;5080;5323
700;30/11/2021;Winter;No;Few clouds;6,021651;7,221749;0,649583;3,9175436;362;5306;5668
701;1/12/2021;Winter;No;Mist + Broken clouds;6,021651;6,894488;0,806667;4,0001814;951;4240;5191
702;2/12/2021;Winter;No;Mist + Cloudy;8,3325;8,882776;0,823333;8,333393;892;3757;4649
703;3/12/2021;Winter;No;Few clouds;13,2675;13,422412;0,7675;5,5422936;555;5679;6234
704;4/12/2021;Winter;No; Partly cloudy;14,364151;14,045538;0,73375;11,666643;551;6055;6606
705;5/12/2021;Winter;No; Partly cloudy;12,601651;12,116564;0,485;21,709407;331;5398;5729
706;6/12/2021;Winter;No;Clear;4,024151;4,135588;0,50875;11,708518;340;5035;5375
707;7/12/2021;Winter;No;Mist + Few clouds;7,079151;7,132026;0,764167;8,7502;349;4659;5008
708;8/12/2021;Winter;No;Mist + Few clouds;9,938349;10,306876;0,91125;6,792393;1153;4429;5582
709;9/12/2021;Winter;No;Mist + Few clouds;10,055849;10,336862;0,905417;10,584325;441;2787;3228
710;10/12/2021;Winter;No;Mist + Few clouds;12,484151;12,472025;0,925;12,750636;329;4841;5170
711;11/12/2021;Winter;No;Mist;8,606651;7,903061;0,596667;19,834479;282;5219;5501
712;12/12/2021;Winter;No;Mist;5,9825;5,974886;0,538333;10,916779;310;5009;5319
713;13/12/2021;Winter;No;Clear;5,904151;5,826836;0,485833;11,666643;425;5107;5532
714;14/12/2021;Winter;No;Clear;5,238349;5,827024;0,642917;8,792343;429;5182;5611
715;15/12/2021;Winter;No;Clear;7,235849;7,904001;0,650417;7,12545;767;4280;5047
716;16/12/2021;Winter;No;Mist + Broken clouds;9,0375;9,387086;0,83875;6,749714;538;3248;3786
717;17/12/2021;Winter;No;Mist;10,486651;10,8705;0,907083;6,5833061;212;4373;4585
718;18/12/2021;Winter;No;Few clouds;11,309151;11,256276;0,66625;14,834068;433;5124;5557
719;19/12/2021;Winter;No;Few clouds;7,6275;8,081614;0,625417;12,334164;333;4934;5267
720;20/12/2021;Winter;No;Mist + Broken clouds;7,51;7,755199;0,667917;8,875021;314;3814;4128
721;21/12/2021;Springer;No;Mist;7,353349;6,183049;0,556667;25,083661;221;3402;3623
722;22/12/2021;Springer;No; Partly    cloudy;;3,097311;10,44125;27,292182;205;1544;1749
723;23/12/2021;Springer;No; Partly    cloudy;3,554151;4,195137;0,515417;8,916561;408;1379;1787
724;24/12/2021;Springer;No;Mist + Few clouds;2,871288;4,1683;0,791304;5,1744368;174;746;920
725;25/12/2021;Springer;Yes;Mist + Broken clouds;5,691288;5,839855;0,734783;11,304642;440;573;1013
726;26/12/2021;Springer;No;Rain + Thunderstorm;3,436651;2,355651;0,823333;21,208582;9;432;441
727;27/12/2021;Springer;No;Mist + Cloudy;3,945849;2,652174;0,652917;23,458911;247;1867;2114
728;28/12/2021;Springer;No;Mist + Few clouds;3,906651;3,987162;0,59;10,416557;644;2451;3095
729;29/12/2021;Springer;No;Mist;3,906651;3,3928;0,752917;8,333661;159;1182;1341
730;30/12/2021;Springer;No;Few clouds;4,024151;2,8899;0,483333;23,500518;364;1432;1796
731;31/12/2021;Springer;No;Mist + Few clouds;2,144151;2,503889;0,5775;10,374682;439;2290;2729
